name	length	run_2785_s_1_withindex_sequence.txt_AATTCAT	run_2785_s_1_withindex_sequence.txt_AGGCGAA	run_2785_s_1_withindex_sequence.txt_CTGCAAT	run_2785_s_1_withindex_sequence.txt_GGAGTCC	run_2785_s_1_withindex_sequence.txt_GTAAAAA	run_2785_s_1_withindex_sequence.txt_TGGCATA
AC004852.1	154	0	0	0	0	0	0
AC004852.2	3362	1	9	33	7	30	1
AC004852.3	326	0	0	4	1	2	0
AC004853.1	698	0	1	5	0	6	0
AC004853.2	916	5	8	32	11	26	0
AC004854.1	349	4	1	3	1	3	0
AC004854.2	1441	0	0	1	3	3	2
AC004858.1	242	0	1	1	1	1	0
AC004862.1	3819	2	7	27	12	29	0
AC004865.1	1003	11	11	12	7	14	10
AC004865.2	1030	0	3	0	0	2	0
AC004866.1	78	0	0	2	0	0	0
AC004866.2	481	1	1	8	0	7	0
AC004869.1	540	0	0	4	1	1	0
AC004869.2	229	0	0	0	0	0	0
AC004870.1	882	0	0	1	0	3	0
AC004870.2	1537	0	1	9	4	9	0
AC004870.3	530	2	2	4	0	4	1
AC004870.4	661	3	4	13	7	15	1
AC004872.1	469	0	0	0	0	1	0
AC004875.1	378	0	0	3	1	3	0
AC004877.1	4093	2	0	2	2	4	4
AC004877.2	599	1	2	1	2	4	1
AC004882.1	773	0	0	0	0	0	0
AC004882.2	244	0	0	0	0	0	0
AC004884.1	319	7	5	7	1	8	2
AC004884.2	546	17	8	3	20	1	15
AC004888.1	547	1	2	4	3	6	0
AC004889.1	2249	0	0	0	0	0	0
AC004890.1	181	0	0	0	0	0	0
AC004890.2	4271	5	2	4	4	8	3
AC004890.3	1095	0	1	2	2	5	0
AC004893.1	1393	8	7	9	6	4	7
AC004893.2	4194	72	69	34	72	41	77
AC004895.1	820	2	4	37	7	14	3
AC004898.1	766	17	21	7	9	15	20
AC004899.1	1714	0	0	14	2	9	0
AC004899.2	3860	0	0	8	2	6	0
AC004906.1	969	0	0	2	0	2	0
AC004908.1	541	23	14	23	15	12	6
AC004908.2	574	0	6	5	1	8	0
AC004908.3	625	17	5	16	8	4	6
AC004910.1	787	0	1	10	6	17	1
AC004911.1	871	0	1	0	0	1	0
AC004917.1	2082	1	5	14	4	25	2
AC004918.1	770	42	35	15	37	17	48
AC004918.3	925	26	23	13	28	9	37
AC004920.1	482	0	3	9	1	22	0
AC004921.1	733	1	2	9	1	10	0
AC004922.1	2705	13	11	2	13	0	5
AC004923.1	776	0	0	0	0	1	0
AC004923.2	369	0	2	1	0	2	0
AC004923.3	355	0	0	0	0	1	0
AC004923.4	739	1	1	1	2	6	3
AC004924.1	781	3	0	0	1	6	0
AC004925.1	2706	0	2	13	2	11	0
AC004930.1	254	0	0	0	0	3	0
AC004936.1	361	0	0	3	1	0	0
AC004938.1	308	0	0	0	0	0	0
AC004941.1	3120	4	2	13	3	23	5
AC004941.2	228	0	0	9	1	11	0
AC004943.1	1697	8	6	5	4	7	10
AC004943.2	4842	19	21	31	35	35	28
AC004943.3	600	0	0	1	0	2	0
AC004944.1	3059	6	4	13	3	24	0
AC004945.1	983	8	9	6	17	9	16
AC004946.1	751	0	0	3	2	2	0
AC004947.1	2781	0	4	5	1	7	0
AC004947.2	2671	0	2	8	2	12	0
AC004948.1	672	0	0	2	0	2	0
AC004951.1	1866	11	6	4	15	3	13
AC004951.2	789	1	1	0	0	1	1
AC004951.3	1148	0	2	0	0	0	0
AC004951.4	2076	4	4	2	1	7	1
AC004965.1	213	0	0	1	0	2	0
AC004967.1	447	7	5	1	5	1	2
AC004969.1	578	1	2	0	1	1	0
AC004972.1	2209	0	1	5	1	4	0
AC004973.1	635	0	2	7	1	9	0
AC004975.1	208	43	56	15	38	11	34
AC004975.2	565	0	0	0	0	0	0
AC004980.1	3110	17	13	4	8	5	13
AC004980.2	497	3	5	2	3	0	0
AC004980.3	365	0	0	0	3	0	0
AC004980.4	203	0	0	0	0	0	0
AC004982.1	1655	0	0	2	3	5	3
AC004982.2	1730	16	15	19	19	23	25
AC004986.1	607	0	0	1	0	2	2
AC004987.1	508	0	0	0	0	0	0
AC004987.2	1148	0	2	0	0	0	0
AC004987.3	771	0	1	2	0	2	0
AC004987.4	338	0	0	0	0	0	0
AC004988.1	1771	2	5	15	13	9	6
AC004990.1	2298	5	7	39	9	45	2
AC004994.1	313	0	0	2	0	2	1
AC004997.1	2057	0	0	0	0	0	0
AC005000.1	288	0	1	2	1	4	0
AC005000.2	310	0	0	2	0	0	0
AC005002.1	540	0	3	1	0	5	0
AC005002.2	269	0	0	0	0	0	0
AC005005.1	682	0	0	3	1	1	1
AC005005.2	380	13	19	3	10	5	11
AC005005.3	1410	0	2	1	3	2	0
AC005005.4	16698	28	15	69	20	78	4
AC005006.1	249	2	3	4	6	1	2
AC005008.1	612	0	2	3	0	1	0
AC005008.2	942	1	3	4	1	5	1
AC005009.1	269	0	0	6	2	0	0
AC005009.2	924	0	0	3	1	3	2
AC005011.1	210	0	0	0	0	0	0
AC005013.1	588	0	0	1	1	2	1
AC005014.1	2976	0	2	11	0	21	1
AC005014.2	599	1	6	1	2	2	1
AC005014.3	190	0	0	2	1	1	0
AC005017.1	490	0	0	2	0	0	0
AC005019.1	431	1	0	7	0	10	0
AC005019.2	359	0	0	5	0	0	0
AC005020.1	526	8	7	2	20	7	14
AC005020.2	830	0	0	0	0	0	0
AC005021.1	355	0	0	1	2	0	0
AC005033.1	813	0	1	3	5	8	0
AC005034.1	489	0	0	1	1	3	1
AC005034.2	414	7	3	7	7	4	7
AC005034.3	1747	17	26	16	35	17	35
AC005034.4	899	0	1	0	1	2	0
AC005034.5	466	5	0	3	6	0	5
AC005035.1	3841	3	2	17	4	23	0
AC005037.1	973	2	0	0	3	0	1
AC005040.1	482	0	0	5	0	3	0
AC005041.1	7033	8	7	19	6	17	2
AC005041.2	982	0	1	7	0	10	0
AC005041.3	649	0	0	3	1	11	0
AC005042.1	800	7	5	7	10	6	5
AC005042.2	510	1	2	3	1	2	2
AC005042.3	174	0	0	3	0	0	0
AC005046.1	625	9	4	1	16	4	9
AC005050.1	550	2	2	4	3	0	1
AC005052.1	2492	0	1	18	1	14	0
AC005056.1	532	0	2	0	2	3	0
AC005062.1	2564	2	4	15	1	16	0
AC005064.1	2725	1	2	4	0	5	0
AC005066.1	1007	0	5	12	5	18	0
AC005070.1	365	6	6	9	7	10	5
AC005070.2	260	4	7	8	1	3	6
AC005070.3	2646	81	67	17	60	17	53
AC005072.1	1779	43	29	9	27	15	19
AC005076.1	888	6	2	11	7	6	5
AC005077.1	375	0	0	4	1	5	0
AC005077.2	690	0	0	0	1	1	0
AC005077.3	370	0	1	0	0	0	0
AC005077.4	3495	1	0	4	0	4	0
AC005082.1	2259	4	1	11	0	6	0
AC005083.1	901	0	3	5	2	5	0
AC005084.1	304	0	0	0	1	0	0
AC005086.1	801	53	46	13	63	9	39
AC005086.2	228	46	25	7	36	12	30
AC005086.3	219	0	2	0	3	0	1
AC005086.4	213	0	1	4	10	8	6
AC005088.1	274	2	2	0	0	3	0
AC005089.1	2241	2	7	1	25	4	10
AC005090.1	575	0	0	10	2	5	0
AC005091.1	1190	2	7	15	8	9	3
AC005094.1	368	0	4	8	1	6	0
AC005096.1	622	6	6	1	9	2	4
AC005099.1	610	13	14	33	11	33	8
AC005102.1	479	0	0	4	0	4	0
AC005104.1	442	0	0	4	6	1	1
AC005104.2	678	0	3	0	0	1	0
AC005105.1	792	8	2	2	2	1	4
AC005144.1	703	0	1	18	8	27	1
AC005150.1	628	23	20	9	9	11	17
AC005154.1	22965	822	738	332	920	295	973
AC005154.2	379	5	1	1	11	5	10
AC005154.3	1393	20	24	19	44	16	31
AC005154.4	427	0	0	0	0	0	0
AC005154.5	368	0	5	4	0	2	3
AC005154.6	687	0	0	0	0	0	0
AC005156.1	573	2	3	3	5	1	3
AC005160.1	381	0	0	3	2	0	1
AC005162.1	389	8	2	6	6	5	8
AC005162.2	578	0	1	1	3	7	0
AC005162.3	4916	50	46	46	68	46	69
AC005165.1	2968	2	6	14	7	21	2
AC005165.2	380	0	0	1	0	1	0
AC005176.1	1835	1	1	7	4	11	0
AC005176.2	147	0	0	0	0	0	0
AC005178.1	440	0	0	0	0	1	0
AC005180.1	587	7	10	0	4	3	3
AC005180.2	562	9	12	4	7	6	5
AC005181.1	1256	3	2	17	4	26	2
AC005183.1	1979	12	12	11	19	7	15
AC005185.1	787	0	0	5	0	7	0
AC005186.1	570	0	0	6	1	3	0
AC005189.1	310	0	1	1	0	0	0
AC005191.1	358	1	0	4	0	5	0
AC005197.1	683	0	2	3	0	1	0
AC005208.1	1100	2	1	10	2	5	0
AC005209.1	289	0	0	0	1	0	0
AC005220.1	884	0	2	0	0	3	0
AC005224.1	1537	25	26	19	58	26	62
AC005224.2	1885	0	0	6	0	6	1
AC005224.3	2140	58	21	44	14	41	8
AC005224.4	1652	3	2	3	2	6	7
AC005225.1	937	5	1	6	7	3	9
AC005225.2	919	2	0	2	4	1	0
AC005225.3	519	0	0	0	0	0	1
AC005225.4	545	2	6	9	6	5	1
AC005225.5	2225	12	7	2	12	0	9
AC005229.1	409	0	1	4	0	7	0
AC005229.2	399	0	0	1	0	2	0
AC005229.3	323	0	1	5	1	6	0
AC005229.4	2198	5	6	16	8	17	0
AC005230.1	285	14	18	4	17	7	23
AC005234.1	434	0	0	3	0	1	0
AC005237.1	559	3	0	1	3	5	1
AC005237.2	219	0	0	0	0	0	0
AC005242.1	438	4	1	17	3	8	2
AC005244.1	339	8	4	5	8	8	11
AC005244.2	718	0	1	8	1	8	0
AC005252.1	1063	0	0	4	0	4	0
AC005252.2	1141	0	3	9	0	5	0
AC005252.3	2258	1	1	5	0	3	1
AC005253.1	2001	5	2	2	3	3	4
AC005253.2	432	0	0	0	0	0	0
AC005255.1	216	0	0	0	0	0	0
AC005256.1	458	0	0	1	0	0	0
AC005258.1	1268	0	0	0	0	0	0
AC005261.1	738	12	9	23	18	22	10
AC005261.2	4258	379	335	82	279	68	303
AC005261.3	1045	1	0	6	2	4	1
AC005261.4	1385	26	22	4	11	11	27
AC005261.5	355	0	1	1	0	2	0
AC005261.6	1387	62	42	22	86	10	70
AC005262.1	362	1	0	2	0	2	0
AC005262.2	452	0	0	0	0	0	0
AC005264.1	2319	0	0	2	3	4	1
AC005274.1	802	7	11	4	7	0	10
AC005277.1	335	0	0	0	0	0	0
AC005277.2	390	3	1	5	1	6	6
AC005280.1	680	0	0	2	0	2	0
AC005281.1	911	1	1	11	2	4	0
AC005288.1	860	28	32	18	35	12	37
AC005291.1	641	4	2	4	1	4	0
AC005291.2	523	7	4	4	1	7	0
AC005294.1	281	0	0	2	0	3	0
AC005296.1	209	0	0	2	0	1	0
AC005297.1	862	0	1	4	1	5	0
AC005297.2	606	0	0	1	0	5	0
AC005297.3	756	0	1	10	0	8	0
AC005300.1	373	0	2	4	3	1	1
AC005301.1	875	0	0	0	0	0	0
AC005303.1	740	0	1	3	2	6	0
AC005304.1	405	2	0	5	4	7	0
AC005304.2	1982	1	0	10	3	18	0
AC005304.3	511	2	2	5	3	4	2
AC005306.1	935	0	0	0	0	0	0
AC005307.1	1570	0	0	6	1	7	0
AC005323.1	1474	0	3	8	0	7	0
AC005323.2	769	0	0	0	0	0	0
AC005324.1	1582	0	0	0	1	0	0
AC005324.2	415	0	0	0	0	0	0
AC005324.3	5514	4	3	13	5	10	5
AC005324.4	4387	0	0	0	0	0	0
AC005324.5	571	3	0	0	2	0	2
AC005324.6	613	0	0	0	0	0	0
AC005326.1	123	0	0	0	0	0	0
AC005329.1	3571	0	0	2	0	0	0
AC005329.2	446	0	0	0	0	0	0
AC005329.3	1366	0	0	0	0	1	0
AC005330.1	1238	5	5	6	0	4	0
AC005332.10	619	0	1	1	0	0	0
AC005332.1	1310	7	13	19	16	16	21
AC005332.2	930	0	0	0	0	0	0
AC005332.3	676	0	0	0	1	0	0
AC005332.4	579	8	2	8	7	5	5
AC005332.5	2919	2	2	4	3	4	0
AC005332.6	446	3	9	3	4	8	6
AC005332.7	2005	19	14	11	38	14	50
AC005332.8	2735	7	6	3	7	2	5
AC005332.9	2921	97	74	40	151	35	102
AC005336.1	1243	0	0	4	0	2	1
AC005336.2	939	0	0	0	0	1	0
AC005336.3	2679	1	2	5	1	2	0
AC005339.1	392	0	0	0	0	0	0
AC005341.1	708	0	2	6	1	3	0
AC005342.1	629	96	66	18	98	21	87
AC005342.2	315	0	2	1	0	0	0
AC005344.1	459	50	24	3	59	4	46
AC005345.1	217	0	0	3	0	2	0
AC005351.1	786	6	7	9	99	7	90
AC005355.1	714	14	14	11	18	11	17
AC005355.2	484	0	2	4	5	3	2
AC005357.1	301	0	0	0	0	0	0
AC005357.2	1569	2	0	1	2	6	0
AC005358.1	1143	29	25	7	11	4	9
AC005358.2	3679	106	93	24	40	29	27
AC005363.1	351	0	0	0	0	0	0
AC005363.2	242	5	1	7	3	3	2
AC005377.1	456	1	0	3	0	6	0
AC005379.1	328	0	1	0	0	0	0
AC005381.1	1270	0	0	2	1	2	0
AC005383.1	534	0	0	2	0	2	0
AC005387.1	352	0	0	0	1	0	0
AC005387.2	440	0	0	1	0	0	0
AC005391.1	341	0	0	0	0	0	0
AC005392.1	500	1	0	1	0	3	0
AC005392.2	301	0	0	3	1	3	0
AC005392.3	459	0	0	0	2	1	0
AC005393.1	584	0	0	2	1	2	1
AC005394.1	1269	5	1	18	2	26	0
AC005394.2	3113	2	3	11	2	8	0
AC005410.1	1000	0	2	9	1	2	0
AC005410.2	463	5	0	1	1	1	0
AC005412.1	1049	2	0	1	3	1	0
AC005412.2	341	0	0	2	0	0	0
AC005412.3	715	2	1	7	4	4	0
AC005476.1	397	0	0	4	2	5	1
AC005476.2	973	1	2	11	2	18	0
AC005479.1	451	7	8	4	3	5	4
AC005479.2	589	4	3	2	2	1	1
AC005479.3	431	2	2	1	1	2	0
AC005480.1	3953	33	21	37	24	39	22
AC005480.2	75	0	1	1	0	1	0
AC005481.1	3456	1	3	9	1	7	0
AC005482.1	575	0	1	13	1	5	0
AC005486.1	216	0	0	0	0	0	2
AC005487.1	665	1	2	5	0	6	0
AC005495.1	1211	10	4	7	9	2	7
AC005498.1	465	0	0	0	0	0	0
AC005498.2	1105	1	3	6	0	3	2
AC005498.3	2045	3	3	3	10	15	7
AC005514.1	208	1	1	3	7	2	2
AC005515.1	289	0	0	0	0	0	0
AC005517.1	489	1	10	4	5	2	7
AC005517.2	553	6	5	5	6	0	6
AC005518.1	1116	0	3	4	1	2	1
AC005518.2	282	1	0	1	0	1	0
AC005519.1	601	0	0	1	0	1	0
AC005519.2	1367	6	3	0	4	2	4
AC005520.1	3695	0	0	0	0	0	0
AC005520.2	688	6	5	10	7	6	7
AC005520.3	370	14	11	7	8	7	8
AC005520.4	90	0	0	0	0	0	0
AC005520.5	164	0	0	0	0	0	0
AC005521.1	872	0	1	4	1	1	0
AC005522.1	346	0	0	2	0	1	0
AC005522.2	453	2	0	0	0	0	0
AC005523.1	418	1	0	3	2	5	0
AC005523.2	3572	0	0	0	0	0	0
AC005524.1	2102	0	2	6	2	4	0
AC005529.1	289	7	5	2	8	10	2
AC005531.1	1360	3	2	9	4	6	0
AC005532.1	1237	13	17	36	13	36	6
AC005532.2	373	1	0	0	0	0	0
AC005534.1	742	0	0	2	0	4	0
AC005534.2	433	0	0	4	0	4	3
AC005537.1	4520	4	7	41	8	33	3
AC005538.1	594	0	1	1	0	4	0
AC005538.2	1864	0	0	0	0	0	0
AC005539.1	1479	0	4	6	1	7	0
AC005540.1	919	3	1	0	1	1	3
AC005544.1	460	2	2	3	0	1	0
AC005544.2	229	0	0	0	0	0	0
AC005546.1	391	0	1	1	2	0	1
AC005549.1	1629	0	2	6	5	12	0
AC005550.1	312	0	0	4	0	0	0
AC005550.2	318	0	2	6	0	1	1
AC005550.3	3743	6	7	7	13	13	7
AC005551.1	493	0	0	0	0	0	0
AC005552.1	662	0	0	3	2	3	0
AC005559.1	871	0	0	1	0	0	0
AC005562.1	6036	0	7	16	8	18	0
AC005562.2	111	0	0	0	0	0	0
AC005578.1	1020	0	1	2	0	4	0
AC005580.1	1155	0	1	12	2	21	0
AC005586.1	577	0	1	0	0	0	0
AC005586.2	837	1	1	1	6	2	2
AC005587.1	592	0	0	4	2	8	0
AC005588.1	162	0	0	0	0	0	0
AC005592.1	1640	1	2	13	4	14	0
AC005593.1	515	4	1	2	1	3	0
AC005597.1	420	0	3	0	0	2	0
AC005606.1	504	0	0	0	0	0	0
AC005606.2	734	0	0	0	0	0	0
AC005609.1	617	0	0	0	0	1	0
AC005609.2	592	0	0	0	0	0	0
AC005609.3	577	0	0	0	0	0	0
AC005609.4	447	0	0	0	0	0	0
AC005609.5	1523	0	0	0	0	0	0
AC005614.1	3653	0	0	6	0	1	1
AC005614.2	461	0	0	0	0	0	0
AC005616.1	579	0	0	2	1	7	0
AC005618.1	3148	36	39	26	41	15	73
AC005618.2	2297	174	201	49	266	45	327
AC005618.3	458	0	0	0	0	0	0
AC005618.4	554	0	0	0	0	0	0
AC005622.1	1703	0	1	0	5	8	0
AC005625.1	472	0	0	1	0	0	0
AC005632.1	576	0	0	0	1	0	0
AC005632.2	828	14	11	8	10	4	12
AC005632.3	308	0	0	9	0	11	0
AC005632.4	431	1	2	9	3	16	0
AC005668.1	476	1	1	4	0	1	0
AC005670.1	395	0	0	2	1	1	0
AC005670.2	1876	0	0	0	0	0	0
AC005674.1	459	1	0	6	1	2	1
AC005674.2	3510	186	133	24	48	14	41
AC005682.1	1467	15	9	12	18	11	7
AC005691.1	401	0	0	2	0	4	0
AC005692.1	1439	42	36	29	123	39	137
AC005692.2	596	3	4	0	12	9	14
AC005695.1	5672	8	6	13	34	25	21
AC005695.2	259	1	7	1	2	0	4
AC005695.3	232	0	0	0	0	0	0
AC005696.1	443	3	2	3	4	3	4
AC005696.2	626	0	0	0	0	0	0
AC005696.3	303	0	1	1	2	0	1
AC005696.4	3147	0	3	2	0	2	1
AC005697.1	582	0	0	0	0	1	0
AC005697.2	2266	6	5	4	3	7	2
AC005699.1	2016	30	23	16	16	22	15
AC005702.1	2137	0	0	4	2	2	0
AC005702.2	481	0	0	0	0	0	0
AC005702.3	1447	5	1	9	1	8	2
AC005702.4	416	0	0	0	0	0	0
AC005702.5	421	0	0	0	1	0	0
AC005703.1	1773	2	2	4	2	14	0
AC005703.2	343	2	1	3	3	8	5
AC005703.3	373	0	0	4	0	1	0
AC005703.4	538	0	0	4	0	0	0
AC005703.5	555	0	1	7	1	12	0
AC005703.6	1329	4	8	3	14	5	18
AC005722.1	964	0	0	2	1	0	0
AC005722.2	3370	3	0	3	3	6	0
AC005722.3	446	0	1	1	0	1	0
AC005725.1	2607	0	1	3	0	4	0
AC005726.1	427	0	0	0	0	0	0
AC005726.2	3218	1	2	1	5	10	3
AC005726.3	1515	6	3	1	6	0	3
AC005726.4	458	0	0	1	2	5	0
AC005726.5	298	0	0	0	0	0	0
AC005726.6	1083	0	0	0	0	0	0
AC005730.1	344	1	0	0	0	0	0
AC005730.2	1184	0	0	4	0	3	0
AC005730.3	366	7	9	3	5	3	7
AC005736.1	1394	6	0	3	2	6	1
AC005736.2	774	1	1	8	1	8	1
AC005736.3	244	1	2	1	0	4	0
AC005740.1	522	0	0	1	1	2	0
AC005740.2	419	0	0	0	0	4	2
AC005740.3	344	12	7	1	8	4	8
AC005740.4	957	0	0	6	0	5	0
AC005741.1	432	1	1	1	1	3	1
AC005746.1	1329	1	1	2	2	6	5
AC005746.2	470	2	1	3	2	1	3
AC005746.3	393	1	5	5	1	9	2
AC005753.1	618	2	3	2	6	1	1
AC005757.1	472	0	0	1	0	1	0
AC005758.1	625	0	1	1	1	8	0
AC005759.1	1212	0	2	2	2	1	0
AC005771.1	349	0	1	7	2	2	0
AC005772.1	976	0	0	8	5	8	0
AC005774.1	567	5	4	5	6	3	5
AC005775.1	850	8	9	4	5	3	3
AC005776.1	290	1	0	1	0	0	0
AC005776.2	1769	10	13	6	22	13	8
AC005777.1	187	0	0	0	0	0	0
AC005779.1	540	0	0	0	0	0	0
AC005779.2	550	0	0	0	0	0	0
AC005785.1	1911	2	4	2	5	2	7
AC005785.2	631	34	29	3	20	8	26
AC005786.1	154	0	0	0	0	0	0
AC005786.2	369	0	0	1	3	1	0
AC005786.3	565	0	0	0	0	0	0
AC005786.4	682	1	0	0	1	0	0
AC005789.1	297	0	0	0	0	0	0
AC005790.1	450	0	0	0	0	2	0
AC005796.1	433	0	0	0	0	0	0
AC005798.1	387	0	0	1	1	2	0
AC005808.1	381	0	0	1	0	4	0
AC005821.1	3892	2	9	12	3	10	1
AC005822.1	1034	1	2	4	1	3	0
AC005823.1	585	0	2	3	0	7	0
AC005823.2	650	0	0	0	0	1	0
AC005828.1	524	0	3	1	1	1	1
AC005828.2	562	1	1	8	0	5	0
AC005828.3	591	0	0	0	0	0	0
AC005828.4	552	2	2	6	2	5	1
AC005828.5	355	0	0	1	0	6	0
AC005828.6	232	2	1	2	0	4	0
AC005828.7	556	6	4	13	3	10	0
AC005829.1	674	1	0	2	4	3	2
AC005829.2	1056	0	0	0	0	0	0
AC005831.1	1697	8	2	18	7	16	2
AC005832.1	572	2	3	3	1	5	2
AC005832.2	1430	2	4	16	2	14	0
AC005832.3	631	0	0	1	4	2	0
AC005832.4	818	0	0	0	0	0	0
AC005833.1	4237	0	0	0	0	0	0
AC005833.2	1249	7	9	14	7	10	3
AC005833.3	1186	0	0	0	0	0	0
AC005833.4	449	1	3	3	1	5	1
AC005837.1	1717	3	5	2	1	4	2
AC005837.2	479	0	0	0	0	0	0
AC005837.3	286	45	44	2	33	2	25
AC005838.1	233	0	0	0	0	0	0
AC005838.2	317	24	37	8	37	5	33
AC005839.1	3213	25	24	22	32	18	22
AC005840.1	377	7	1	2	0	4	2
AC005840.2	355	0	1	2	6	3	1
AC005840.3	1803	28	14	9	19	14	15
AC005840.4	2494	3	3	3	2	7	0
AC005840.5	599	6	3	12	7	5	6
AC005841.1	287	0	0	0	0	0	0
AC005841.2	1167	0	2	5	2	2	1
AC005842.1	975	1	4	14	4	16	3
AC005845.1	653	1	0	2	2	2	0
AC005856.1	286	5	11	8	14	1	18
AC005858.1	677	0	0	5	3	5	0
AC005858.2	426	1	0	1	0	2	0
AC005858.3	589	1	1	11	3	12	0
AC005858.4	700	2	1	7	5	12	0
AC005863.1	2998	0	1	8	1	13	0
AC005865.1	3004	12	7	10	3	9	1
AC005865.2	5981	58	42	23	21	14	16
AC005868.1	331	0	0	0	0	3	0
AC005871.1	475	0	1	1	0	0	0
AC005871.2	526	1	0	0	0	0	0
AC005884.1	429	0	3	3	2	0	0
AC005884.2	247	0	0	0	0	0	0
AC005885.1	3278	2	2	18	3	28	1
AC005899.1	563	3	2	4	7	5	4
AC005899.2	90	1	0	3	3	3	2
AC005899.3	271	0	0	0	0	0	0
AC005899.4	561	0	0	0	0	0	0
AC005899.5	552	12	7	7	5	4	6
AC005899.6	297	16	17	10	24	3	17
AC005899.7	588	23	10	11	22	11	33
AC005899.8	3449	50	50	34	70	44	60
AC005901.1	552	0	0	0	0	0	0
AC005906.1	554	0	0	8	1	7	0
AC005906.2	9655	11	5	42	5	47	1
AC005908.1	347	0	0	2	0	4	1
AC005908.2	530	1	0	3	0	0	0
AC005909.1	755	1	6	14	1	22	0
AC005911.1	456	1	0	2	0	1	1
AC005912.1	255	0	0	0	0	0	0
AC005912.2	2400	39	20	15	33	37	26
AC005915.1	2018	2	1	11	3	13	0
AC005920.1	2054	2	1	7	2	9	0
AC005920.2	332	0	0	0	0	2	0
AC005920.3	1229	2	1	5	3	9	1
AC005920.4	492	0	0	1	0	0	0
AC005921.1	286	0	0	6	0	2	0
AC005921.2	670	0	0	0	0	0	0
AC005921.3	2151	46	29	10	54	11	44
AC005943.1	1002	0	0	0	0	0	0
AC005943.2	148	0	0	0	0	0	0
AC005944.1	564	0	0	0	0	0	0
AC005951.1	485	1	4	4	0	1	0
AC005951.2	495	0	0	2	0	1	0
AC005954.1	337	1	0	0	1	0	0
AC005954.2	556	0	0	0	0	0	0
AC005962.1	773	0	0	0	0	0	0
AC005962.2	652	2	5	3	2	1	5
AC005972.1	912	1	6	10	5	5	0
AC005972.2	348	0	0	0	0	2	0
AC005972.3	481	1	1	6	3	4	0
AC005972.4	1131	1	2	8	3	10	0
AC005993.1	397	0	0	0	0	0	0
AC005996.1	1586	42	21	11	54	17	45
AC005996.2	564	2	0	1	0	1	0
AC005999.1	588	0	0	2	1	9	0
AC006001.1	474	0	0	0	0	0	0
AC006001.2	938	24	18	4	16	13	17
AC006001.3	9983	195	172	78	312	76	224
AC006001.4	395	0	0	0	0	0	0
AC006003.1	613	0	1	2	0	1	0
AC006004.1	2145	2	11	28	9	20	3
AC006006.1	144	0	0	1	0	1	0
AC006007.1	672	0	2	0	1	3	0
AC006011.1	349	0	0	0	0	0	0
AC006011.2	1158	2	7	14	3	16	0
AC006012.1	691	0	0	3	2	1	1
AC006013.1	758	0	0	6	0	11	1
AC006015.1	570	0	0	0	0	1	0
AC006017.1	673	6	7	6	14	8	5
AC006019.1	2470	0	0	0	1	0	0
AC006019.2	3044	1	6	5	0	6	0
AC006019.3	698	0	0	1	1	0	0
AC006020.1	1854	18	13	24	24	13	13
AC006022.1	388	0	0	1	0	5	0
AC006023.1	259	1	6	1	8	2	1
AC006023.2	167	4	4	2	3	3	1
AC006026.1	1803	0	3	7	3	5	0
AC006026.2	180	0	0	0	0	0	0
AC006026.3	143	0	0	0	0	0	0
AC006027.1	741	0	0	0	0	0	0
AC006028.1	402	2	1	8	5	7	4
AC006030.1	5059	3	1	0	0	1	2
AC006033.1	426	0	1	0	1	0	0
AC006033.2	1968	0	2	17	2	17	2
AC006037.1	287	0	0	0	0	3	0
AC006037.2	2232	2	1	12	3	23	0
AC006041.1	328	0	0	0	1	1	0
AC006042.1	524	20	21	8	22	11	18
AC006042.2	568	3	0	2	3	5	2
AC006042.3	1469	14	4	11	11	15	4
AC006042.4	692	0	2	5	1	3	1
AC006055.1	411	0	0	7	0	5	0
AC006058.1	5067	4	5	21	2	23	1
AC006058.2	548	0	0	3	0	1	0
AC006058.3	1069	0	0	4	1	1	0
AC006058.4	1670	2	3	4	1	11	0
AC006059.1	785	12	8	4	12	6	9
AC006063.1	560	0	0	8	1	4	1
AC006063.2	1696	0	1	6	0	7	0
AC006064.1	560	3	2	2	5	3	5
AC006064.2	2196	16	11	5	34	7	16
AC006064.3	477	1	3	2	3	2	5
AC006064.4	422	0	0	0	0	0	0
AC006064.5	248	0	0	0	0	0	0
AC006065.1	802	1	5	15	2	7	0
AC006065.2	211	0	0	0	0	1	0
AC006065.3	419	0	0	0	0	0	0
AC006065.4	1192	2	1	47	10	59	0
AC006065.5	349	0	0	2	0	2	0
AC006065.6	545	1	4	8	1	5	0
AC006070.1	193	0	0	4	0	0	0
AC006076.1	345	0	0	2	0	3	0
AC006077.1	343	1	0	4	2	7	3
AC006077.2	457	1	3	2	3	2	2
AC006111.1	329	0	0	0	0	0	0
AC006111.2	1068	9	3	4	7	5	1
AC006111.3	383	7	7	11	6	2	0
AC006115.1	517	2	5	8	5	10	4
AC006115.2	202	0	0	1	0	3	0
AC006115.3	560	0	0	0	0	1	0
AC006116.10	581	2	1	0	0	0	3
AC006116.1	2171	11	8	25	6	8	8
AC006116.2	988	2	4	5	3	6	6
AC006116.3	361	0	0	0	0	0	1
AC006116.4	452	1	1	2	5	4	2
AC006116.5	559	1	1	1	2	2	1
AC006116.6	1103	4	6	7	9	7	3
AC006116.7	756	0	0	0	0	0	0
AC006116.8	2537	7	7	9	5	8	1
AC006116.9	1040	8	9	9	11	12	12
AC006120.1	546	1	0	11	1	7	1
